Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Precio
Renault,Sandero,2021,Stepway 1.6 16v Intense Cvt Impecable (juan),Dorado,Nafta,5,Automática,1.6,Hatchback,37.000 km,21300000
Renault,Sandero,2021,Stepway 1.6 16v Intense (li),Rojo,Nafta,5,Manual,1.6,Hatchback,74.100 km,21100000
Renault,Sandero,2021,Stepway 1.6 16v Intense (li),Rojo,Nafta,5,Manual,1.6,Hatchback,74.100 km,21100000
Renault,Duster,2016,1.6 Ph2 4x2 Privilege 110cv - Liv Motors,Gris,Nafta,5,Manual,1.6,SUV,83.000 km,13500
Renault,Sandero,2022,1.6 16v Zen - Liv Motors,Blanco,Nafta,5,Manual,1.6,Hatchback,27.000 km,15700
Renault,Kangoo,2020,Ii Express Confort 5a 1.6 Sce (rich),Gris,Nafta/GNC,4,Manual,1.6,Furgón,55.000 km,21400000
Renault,Sandero,2023,Stepway 1.6 16v Intense,Gris,Nafta,5,Manual,1.6,Hatchback,25.000 km,18900
Renault,Sandero,2022,Stepway 1.6 16v Zen 2022,Gris,Nafta,5,Manual,1.6,Hatchback,30.971 km,21400000
Renault,Sandero,2022,1.6 16v Intense 2022 (mja),Blanco,Nafta,5,Manual,1.6,Hatchback,80.000 km,18800000
Renault,Camioneta,2018,Usado Renault Duster Privilege 2018 2.0 Fiat,Blanco,Nafta,5,Manual,2.0,SUV,83.000 km,11740000
Renault,Sandero,2024,Stepway 1.6 16v Intense,Blanco,Nafta,5,Manual,1.6,Hatchback,22.456 km,10250
Renault,Sandero,2022,1.6 16v Life 2022 (mja),Azul,Nafta,5,Manual,1.6,Hatchback,74.000 km,17900000
Renault,Sandero,2011,1.6 Confort 105cv 2011 (mja),Negro,Nafta,5,Manual,1.6,Hatchback,131.000 km,9800000
Renault,Kangoo,2020,Ii Express Confort 5a 1.6 Sce 2020 (mja),Plateado,Nafta,4,Manual,1.6,Furgón,55.000 km,21400000
Renault,Sandero,2021,Stepway 1.6 16v Intense Cvt 2021 (mja),Blanco,Nafta,5,Automática,1.6,Hatchback,58.000 km,21300000
Renault,Sandero,2022,Stepway 1.6 16v Intense (aes),Rojo,Nafta,5,Manual,1.6,Hatchback,18.000 km,21300000
Renault,Kwid,2019,1.0 Sce 66cv Intense,Gris,Nafta,5,Manual,1.0,Hatchback,19.000 km,12500
Renault,Kangoo,2018,1.6 Furgon Ph3 Confort 1plc 2018 (mja),Plateado,Nafta,3,Manual,1.6,Furgón,79.000 km,15900000
Renault,Alaskan,2024,2.3 Dci 4x2 Intens At L23,Blanco,Diésel,4,Automática,TURBO DIESEL INYECCION,Pick-Up,1.000 km,37500000
Renault,Duster,2020,1.6 Ph2 4x2 Dynamique 110cv,Rojo,Nafta,5,Manual,1.6,SUV,65.000 km,11000000
Renault,Duster,2020,1.6 Ph2 4x2 Dynamique 110cv,Rojo,Nafta,5,Manual,1.6,SUV,65.000 km,20989900
Renault,Autofrance,2024,Renault Kangoo Ii Express Confort 1.5 Dci,Gris,Diésel,3,Manual,1.5,Furgón,26.000 km,15900000
Renault,Sandero,2022,Stepway 1.6 16v Intense Unica (cf),Rojo,Nafta,5,Manual,1.6,Hatchback,18.000 km,21299999
Renault,Sandero,2018,1.6 Authentique 90cv Nac,Gris,Nafta,5,Manual,1.6,Hatchback,82.400 km,8300
Renault,Kangoo,2021,Ii Express Confort 5a 1.6 Sce,Gris,Nafta/GNC,4,Manual,1.6,Furgón,43.000 km,12000
Renault,Kangoo,2023,Ii Express Confort 5a 1.6 Hermosa (aes),Gris,Nafta,3,Manual,1.6,Furgón,68.000 km,21700000
Renault,Duster,2018,Oroch 2.0 Outsider Plus,Gris,Nafta,4,Manual,2.0,SUV,92.103 km,20250000
Renault,Duster,2019,Oroch 2.0 Outsider Plus,Blanco,Nafta,4,Manual,2.0,SUV,92.227 km,21500000
Renault,Kangoo,2023,Ii Express 1.6 Sce Confort 5a (ch),Gris,Nafta,4,Manual,1.6,Furgón,65.000 km,22872000
Renault,Kangoo,2023,Express 1.6 Confort 5a Estado Ideal (juan),Gris,Nafta,4,Manual,1.6,Furgón,66.000 km,22800000
Renault,Clio,2015,1.2 Mio Confort Plus Abs Abcp,Blanco,Nafta,5,Manual,1.2,Hatchback,98.400 km,12500000
Renault,Sandero,2016,1.6 Gt Line 105cv,Blanco,Nafta,5,Manual,1.6,Hatchback,118.000 km,12500000
Renault,Captur,2017,2.0 Zen,Blanco,Nafta,5,Manual,2.0,SUV,145.643 km,17350000
Renault,Kangoo,2023,Ii Express Confort 5a 1.6 Sce Unica (cf),Gris,Nafta,3,Manual,1.6,Furgón,68.000 km,22899999
Renault,R19,1996,1.6 Rni,Rojo,Nafta,4,Manual,1.6,Sedán,38.000 km,6950
Renault,Kangoo,2020,Ii Express Emotion 5a 1.6 Sce Oferta (LG),Blanco,Nafta,4,Manual,1.6,Furgón,130.000 km,21600000
Renault,Logan,2024,1.6 16v Intense,Plateado,Nafta,4,Manual,1.6,Sedán,9.000 km,23000000
Renault,Sandero,2017,Stepway 1.6 Privilege 105cv,Gris,Nafta,5,Manual,1.6,Hatchback,95.000 km,16500000
Renault,Sandero,2015,Stepway 1.6 Privilege 105cv,Naranja,Nafta,5,Manual,1.6,Hatchback,131.000 km,10400000
Renault,Duster,2014,2.0 4x4 Luxe Nav 138cv,Negro,Nafta,5,Manual,2.0,SUV,160.000 km,15000000
Renault,Kangoo,2017,1.6 Furgon 5 Asientos Gnc Anticipo $6.900.000,Plateado,Nafta/GNC,3,Manual,1.6,Furgón,195.000 km,13300000
Renault,Sandero,2023,Stepway 1.6 16v Intense,Plateado,Nafta,5,Manual,1.6,Hatchback,55.000 km,20499900
Renault,Sandero,2016,1.6 Privilege 105cv,Gris,Nafta,5,Manual,1.6,Hatchback,89.000 km,16000000
Renault,Sandero,2021,Stepway 1.6 16v Intense Cvt Impecable (juan),Dorado,Nafta,5,Automática,1.6,Hatchback,37.000 km,21300000
Renault,Sandero,2021,Stepway 1.6 16v Intense (li),Rojo,Nafta,5,Manual,1.6,Hatchback,74.100 km,21100000
Renault,Sandero,2021,Stepway 1.6 16v Intense (li),Rojo,Nafta,5,Manual,1.6,Hatchback,74.100 km,21100000
Renault,Duster,2016,1.6 Ph2 4x2 Privilege 110cv - Liv Motors,Gris,Nafta,5,Manual,1.6,SUV,83.000 km,13500
Renault,Sandero,2022,1.6 16v Zen - Liv Motors,Blanco,Nafta,5,Manual,1.6,Hatchback,27.000 km,15700
Renault,Kangoo,2020,Ii Express Confort 5a 1.6 Sce (rich),Gris,Nafta/GNC,4,Manual,1.6,Furgón,55.000 km,21400000
Renault,Sandero,2023,Stepway 1.6 16v Intense,Gris,Nafta,5,Manual,1.6,Hatchback,25.000 km,18900
Renault,Sandero,2022,Stepway 1.6 16v Zen 2022,Gris,Nafta,5,Manual,1.6,Hatchback,30.971 km,21400000
Renault,Alaskan,2024,2.3 Dci Confort 4x4,Gris,Diésel,4,Manual,2.3,Pick-Up,2.500 km,33989900
Renault,Alaskan,2021,2.3 Bit 16v Intens Mt 4x4,Azul,Diésel,4,Manual,2.3,Pick-Up,36.500 km,31000
Renault,Duster,2017,1.6 Ph2 4x2 Dynamique 110cv,Gris,Nafta,5,Manual,1.6,SUV,92.329 km,16000000
Renault,Kangoo,2017,1.5 Furgon Ph3 Confort 1plc,Blanco,Diésel,3,Manual,1.5,Furgón,86.828 km,15500000
Renault,Captur,2019,1.6 Intens Cvt,Naranja,Nafta,5,Automática,1.6,SUV,40.000 km,22890900
Renault,Sandero,2022,1.6 16v Life (rich),Azul,Nafta,5,Manual,1.6,Hatchback,73.000 km,17900000
Renault,Kangoo,2023,Ii Express Emotion 1.6 Sce,Gris,Nafta,3,Manual,1.6,Furgón,38.000 km,24500000
Renault,Clio,2013,1.2 Mío Authentique Pack Look No Sandero An,Plateado,Nafta,5,Manual,1.2,Hatchback,160.000 km,8900000
Renault,Sandero,2023,Stepway 1.6 16v Intense Nd,Rojo,Nafta,5,Manual,1.6,SUV,16.000 km,23000000
Renault,Sandero,2016,Stepway 1.6 Privilege 105cv,Gris,Nafta,5,Manual,1.6,Sedán,78.000 km,14000000
Renault,Sandero,2017,1.6 Authentique 90cv Nac,Blanco,Nafta,5,Manual,1.6,Hatchback,84.217 km,13300000
Renault,Captur,2018,2.0 Intens 2017 / 80.000km / Permuto,Blanco,Nafta,5,Manual,2.0,SUV,80.000 km,18500
Renault,Master,2019,No disponible,Blanco,Diésel,3,Manual,2.3,Furgón,120.000 km,29000
Renault,Sandero,2012,Stepway 1.6 Rip Curl 105cv - Liv Motors,Negro,Nafta,5,Manual,1.6,Hatchback,144.000 km,9500
Renault,Mégane,2016,Iii 1.6 Ph2 Luxe Pack 111cv,Negro,Nafta,4,Manual,1.6,Hatchback,92.000 km,16480900
Renault,Fluence,2015,1.6 Ph2 Dynamique 110cv,Gris,Nafta,4,Manual,1.6,Sedán,90.000 km,13890900
Renault,Alaskan,2022,2.3 Bit 16v Iconic At 4x4,Blanco,Diésel,4,Automática,2.3,Pick-Up,57.000 km,37000000
Renault,Kangoo,2024,Ii Express Confort 1.5 Dci,Plateado,Diésel,3,Manual,1.5,Furgón,26.000 km,25900000
Renault,Sandero,2020,Stepway 1.6 16v Zen Smart Garage,Blanco,Nafta,5,Manual,1.6,Hatchback,41.000 km,15900
Renault,Duster,2021,Oroch 1.6 Dynamique,Negro,Nafta,4,Manual,1.6,SUV,66.000 km,21900000
Renault,Captur,2017,2.0 Intens Manual,Gris,Nafta,5,Manual,2.0,SUV,97.000 km,20600000
Renault,Clio,2015,1.2 Mio Confort Plus Abs Abcp,Plateado,Nafta,5,Manual,1.2,Hatchback,98.700 km,9900
Renault,Alaskan,2022,2.3 Bit 16v Emotion Mt 4x2 (fran),Blanco,Diésel,4,Manual,2.3,Pick-Up,40.000 km,31400000
Renault,Duster,2021,2.0 Ph2 4x2 Privilege Jf,Gris,Nafta,5,Manual,2.0,SUV,78.800 km,22500000
Renault,Kangoo,2022,Ii Express 1.5 Dci Confort 5a (lili),Blanco,Diésel,4,Manual,1.5,Furgón,118.000 km,19600000
Renault,Sandero,2017,1.6 Expression Pack 90cv,Blanco,Nafta,5,Manual,1.6,Hatchback,62.000 km,12500
Renault,Duster,2011,1.6 4x2 Dynamique 110cv,Negro,Nafta,5,Manual,1.6,SUV,135.000 km,11500
Renault,Sandero,2016,1.6 Privilege Pack 105cv,Blanco,Nafta,5,Manual,1.6,Hatchback,122.377 km,14600000
Renault,Clio,2014,1.2 Mio Confort Plus Abs Abcp,Negro,Nafta,5,Manual,1.2,Hatchback,114.000 km,11700000
Renault,Captur,2018,5 Puerats 2.0 Intens 2018,Blanco,Nafta,5,Manual,2.0,SUV,97.773 km,20500000
Renault,Kardian,2024,No disponible,Blanco,Nafta,5,Automática,1.0,SUV,500 km,28900000
Renault,Fluence,2016,2016 2.0 Ph2 Luxe 143cv (gnc),Gris,Nafta/GNC,4,Manual,2.0,Sedán,120.000 km,11500
Renault,Megane,2009,1.9 I Tric Pack Plus,Blanco,Diésel,4,Manual,1.9,Sedán,180.000 km,7000
Renault,Duster,2013,2.0 4x2 Los Pumas 138cv Nav,Gris,Nafta,5,Manual,2.0,SUV,91.000 km,12900
Renault,Duster,2016,2.0 Ph2 4x2 Privilege 143cv,Marrón,Nafta,5,Manual,2.0,SUV,149.000 km,9130700
Renault,Captur,2019,1.6 Intens Cvt,Plateado,Nafta,5,Automática,1.6,SUV,83.920 km,19511
Renault,Duster,2015,1.6 4x2 Confort Plus Abs 110cv,Plateado,Nafta,5,Manual,1.6,SUV,127.800 km,13200
Renault,Duster,2020,1.6 Privilege 2020 Unico Dueño (eo),Blanco,Nafta,5,Manual,1.6,Rural,62.000 km,20300000
Renault,Sandero,2015,Stepway 1.6 Privilege 105cv,Naranja,Nafta,5,Manual,1.6,Hatchback,131.000 km,14989900
Renault,Captur,2017,2.0 Intens Manual,Naranja,Nafta,5,Manual,2.0,SUV,124.000 km,16000
Renault,Duster,2020,1.6 Ph2 4x2 Privilege110cv 2020leerdescr(eso),Blanco,Nafta,5,Manual,1.6,SUV,62.000 km,15427000
Renault,Symbol,2013,1.6 Authentique Pack I Año 2013 - Liv Motors,Negro,Nafta,4,Manual,1.6,Sedán,120.000 km,6900
Renault,Captur,2019,1.6 Intens Cvt,Rojo,Nafta,5,Automática,1.6,SUV,66.000 km,21900
Renault,Sandero,2019,1.6 Expression Pack 90cv,Blanco,Nafta,5,Manual,1.6,Hatchback,26.000 km,14500
Renault,Logan,2023,1.6 16v Intense,Blanco,Nafta,4,Manual,1.6,Sedán,46.000 km,19900000
Renault,Captur,2020,2.0 Zen - Liv Motors,Blanco,Nafta,5,Manual,2.0,SUV,49.000 km,17900
Renault,Kwid,2018,1.0 Sce 66cv Intense,Blanco,Nafta,5,Manual,1.0,Hatchback,62.800 km,12100
Renault,Kwid,2018,1.0 Sce 66cv Iconic,Rojo,Nafta,5,Manual,1.0,Hatchback,67.500 km,13800000
Renault,Clio,2016,1.2 Mio Dynamique 5p,Blanco,Nafta,5,Manual,1.2,Hatchback,85.000 km,10300
Renault,Logan,2020,1.6 16v Intense Año 2020 - Liv Motors,Gris,Nafta,4,Manual,1.6,Sedán,50.000 km,14800
Renault,Captur,2017,2.0 Intens Manual,Blanco,Nafta,5,Manual,2.0,SUV,79.635 km,19800000
Renault,Alaskan,2021,Cd 2.3 Dci T 160cv 4x4 Confort 6mt 2021,Plateado,Diésel,4,Manual,2.3,Pick-Up,125.208 km,30600000
Renault,Kwid,2019,1.0 Sce 66cv Outsider,Blanco,Nafta,5,Manual,1.0,Hatchback,62.000 km,12900
Renault,Sandero,2022,Stepway 1.6 16v Intense,Rojo,Nafta,5,Manual,1.6,Hatchback,40.000 km,17500
Renault,Sandero,2021,Rs 2.0,Beige,Nafta,5,Manual,2.0,Hatchback,32.000 km,23500000
Renault,Sandero,2015,1.6 Privilege 105cv,Gris,Nafta,5,Manual,1.6,Hatchback,51.000 km,9600
Renault,Logan,2023,1.6 16v Intense,Blanco,Nafta,4,Manual,1.6,Sedán,46.000 km,19900000
Renault,Duster,2018,1.6 Ph2 4x2 Dynamique (aes),Rojo,Nafta,5,Manual,1.6,SUV,31.000 km,17600000
Renault,Duster,2016,2.0 Ph2 4x2 Privilege 143cv,Marrón,Nafta,5,Manual,2.0,SUV,149.000 km,16489900
Renault,Sandero,2011,Stepway 1.6 Confort 105cv 2011,Azul,Nafta,5,Manual,1.6,Hatchback,119.000 km,9800
Renault,Clio,2015,1.2 Mio Confort Abs Abcp,Beige,Nafta,3,Manual,1.2,Hatchback,51.000 km,9750
Renault,Duster,2019,1.6 Ph2 4x2 Privilege (aes),Gris,Nafta,5,Manual,1.6,SUV,119.000 km,18500000
Renault,Sandero,2023,Stepway 1.6 16v Intense,Dorado,Nafta,5,Manual,1.6,Hatchback,12.300 km,22500000
Renault,Duster,2018,2.0 Ph2 4x2 Privilege 143cv,Plateado,Nafta,5,Manual,2.0,SUV,90.000 km,14000000
Renault,Clio,2013,1.2 Mío Expression Pack Ii Ab,Rojo,Nafta,3,Manual,1.2,Hatchback,115.000 km,8500
Renault,Clio,2013,1.2 Mío Expression Pack Ii Ab,Negro,Nafta,3,Manual,1.2,Hatchback,128.000 km,8600
Renault,Clio,2016,1.2 Mio Dynamique,Rojo,Nafta,3,Manual,1.2,Hatchback,87.000 km,9700
Renault,Duster,2016,1.6 Ph2 4x2 Privilege 110cv,Blanco,Nafta,5,Manual,1.6,SUV,109.000 km,15200
Renault,Renault,2017,Duster Dakar 2.0 Año 2017 Solo 90.000 Km,Blanco,Nafta/GNC,5,Manual,2.0,SUV,90.000 km,16900
Renault,Alaskan,2024,2.3 4x4 0km 2024,Blanco,Diésel,4,Automática,2.3,Pick-Up,1.111 km,47190000
Renault,Sandero,2016,Stepway,Negro,Nafta,5,Manual,1.6,Hatchback,77.210 km,14900000
Renault,Logan,2023,1.6 16v Life,Blanco,Nafta,4,Manual,1.6,Sedán,47.000 km,17900000
Renault,Sandero,2021,2.0 Rs 145cv,Blanco,Nafta,5,Manual,2.0,Hatchback,32.000 km,23500000
Renault,Duster,2013,1.6 4x2 Confort Plus Abs 110cv,Rojo,Nafta,5,Manual,1.6,SUV,115.000 km,11200
Renault,Captur,2020,1.6 Life Gr Us,Plateado,Nafta,5,Manual,1.6,SUV,100.562 km,20000000
Renault,Sandero,2024,Stepway 1.6 16v Intense Cvt,Beige,Nafta,5,Automática,1.6,Hatchback,18.000 km,23500000
Renault,Sandero,2023,1.6 Zen Mt - Motormax,Blanco,Nafta,5,Manual,1.6,Hatchback,9.600 km,21500000
Renault,Duster,2018,Oroch 2.0 Privilege,Gris,Nafta,5,Manual,2.0,SUV,135.000 km,19400000
Renault,Sandero,2017,1.6 Authentique 90cv Nac,Plateado,Nafta,5,Manual,1.6,Hatchback,98.000 km,7300000
Renault,Duster,2017,1.6 Ph2 4x2 Expression 110cv,Negro,Nafta/GNC,5,Manual,1.6,SUV,131.000 km,16500000
Renault,Clio,2014,1.2 Mio Confort Plus Abs Abcp,Dorado,Nafta,5,Manual,1.2,Hatchback,90.000 km,10500000
Renault,Mégane,2012,Iii 2.0 Luxe - Liv Motors,Blanco,Nafta,5,Manual,2.0,Hatchback,144.000 km,10700
Renault,Duster,2017,1.6 Ph2 4x2 Dynamique 110cv Es,Gris,Nafta,5,Manual,1.6,SUV,92.300 km,16500000
Renault,Sandero,2012,Stepway 1.6 Rip Curl 105cv,Plateado,Nafta,5,Manual,1.6,Hatchback,145.000 km,11989900
Renault,Duster,2019,1.6 Ph2 4x2 Dynamique,Plateado,Nafta,5,Manual,1.6,SUV,41.000 km,19000000
Renault,Sandero,2019,Stepway 1.6 Privilege 105cv,Negro,Nafta,5,Manual,1.6,Hatchback,39.000 km,18500000
Renault,Sandero,2023,1.6 16v Life,Azul,Nafta,5,Manual,1.6,Hatchback,61.700 km,17900000
Renault,Sandero,2023,1.6 16v Life,Gris,Nafta,5,Manual,1.6,Hatchback,59.300 km,17800000
Renault,Captur,2017,2.0 Intens Manual,Rojo,Nafta,5,Manual,2.0,SUV,63.000 km,20000000
Renault,Clio,2010,1.2 Pack Plus,Gris,Nafta,3,Manual,1.2,Hatchback,105.000 km,9100000
Renault,Sandero,2022,1.6 16v Life E,Blanco,Nafta,5,Manual,1.6,Hatchback,40.000 km,17800000
Renault,Sandero,2022,1.6 16v Life N,Blanco,Nafta,5,Manual,1.6,Hatchback,40.000 km,17800000
Renault,Clio,2003,1.5 Privilege,Plateado,Diésel,4,Manual,1.5,Sedán,145.000 km,6500000
Renault,Duster,2018,Oroch 2.0 Privilege - Liv Motors,Verde,Nafta,5,Manual,2.0,SUV,98.000 km,15500
Renault,Logan,2018,1.6 Privilege 105cv,Plateado,Nafta,4,Manual,1.6,Sedán,112.000 km,14800000
Renault,Alaskan,2024,2.3 Dci Intens 190cv 4x4 At,Gris,Diésel,4,Automática,2.3,Pick-Up,16.000 km,40000000
Renault,Sandero,2018,Stepway 1.6 Privilege 105cv,Blanco,Nafta,5,Manual,1.6,Hatchback,88.500 km,14200
Renault,Duster,2015,Confort Plus,Negro,Nafta,5,Manual,1.6,SUV,152.515 km,13702500
Renault,Sandero,2015,Stepway 1.6 Dynamique 105cv,Plateado,Nafta,5,Manual,1.6,Hatchback,105.000 km,13989900
Renault,Kangoo,2022,Ii Express Confort 5a 1.5 Dci N,Gris,Diésel,3,Manual,1.5,Furgón,59.000 km,23500000
Renault,Sandero,2016,1.6 Privilege Pack 105cv,Blanco,Nafta,5,Manual,1.6,Hatchback,51.000 km,14500
Renault,Duster,2021,Oroch 1.6 Outsider,Gris,Nafta,4,Manual,1.6,SUV,92.000 km,24500000
Renault,Duster,2017,1.6 Ph2 4x4 Dakar 110cv,Plateado,Nafta,5,Manual,1.6,SUV,68.000 km,19500000
Renault,Sandero,2018,1.6 Expression,Azul,Nafta,5,Manual,1.6,Hatchback,80.000 km,11500
Renault,Fluence,2016,2.0 Gt T 190cv,Negro,Nafta,4,Manual,2.0,Sedán,88.000 km,18000000
Renault,Sandero,2013,1.6 Expression 105cv Abs,Negro,Nafta,5,Manual,1.6,Hatchback,99.000 km,8500
Renault,Kwid,2019,1.0 Sce 66cv Zen,Gris,Nafta,5,Manual,1.0,Hatchback,80.000 km,12299
Renault,Sandero,2017,1.6 Authentique 90cv Nac,Blanco,Nafta,5,Manual,1.6,Hatchback,113.000 km,13300000
Renault,Duster,2016,1.6 Ph2 4x2 Dynamique 110cv,Plateado,Nafta,5,Manual,1.6,SUV,179.000 km,14500000
Renault,Sandero,2015,Stepway 1.6 Dynamique 105cv,Gris,Nafta,5,Manual,1.6,Hatchback,137.000 km,13500000
Renault,Captur,2019,2.0 Zen,Gris,Nafta,5,Manual,2.0,SUV,83.000 km,20000000
Renault,Sandero,2017,1.6 Authentique 90cv Nac,Plateado,Nafta,5,Manual,1.6,Hatchback,98.000 km,13989900
Renault,Duster,2020,Oroch 2.0 Outsider Plus,Blanco,Nafta,4,Manual,2.0,SUV,74.000 km,23500000
Renault,Duster,2014,2.0 4x4 Tech Road 138cv,Negro,Nafta,5,Manual,2.0,SUV,181.000 km,16990000
Renault,Kangoo,2018,1.6 Ph3 Authentique Plus Lc,Gris,Nafta,4,Manual,1.6,Monovolumen,96.000 km,17500000
Renault,Kwid,2018,1.0 Sce 66cv Life,Plateado,Nafta,5,Manual,1.0,Hatchback,80.000 km,7000000
Renault,Sandero,2018,Stepway 1.6 Privilege 105cv (ch),Negro,Nafta,5,Manual,1.6,Hatchback,125.000 km,14985000
Renault,Kangoo,2019,Ii Express Confort 1.6 Sce,Gris,Nafta,3,Manual,1.6,Furgón,79.800 km,18000000
Renault,Duster,2017,Oroch 2.0 Outsider Plus,Blanco,Nafta/GNC,4,Manual,2.0,SUV,160.000 km,18000000
Renault,Duster,2018,Oroch 2.0 Outsider Plus,Rojo,Nafta,4,Manual,2.0,SUV,125.000 km,21500000
Renault,Captur,2018,2.0 Intens,Rojo,Nafta,5,Manual,2.0,SUV,76.300 km,19500000
Renault,Sandero,2017,1.6 Privilege Pack 105cv,Plateado,Nafta,5,Manual,1.6,Hatchback,60.000 km,17490000
Renault,Kangoo,2023,Ii Express 1.6 Sce Confort 5a (lili),Blanco,Diésel,4,Manual,1.6,Furgón,12.000 km,25500000
Renault,Sandero,2015,Stepway 1.6 Dynamique 105cv,Gris,Nafta,5,Manual,1.6,Hatchback,104.000 km,15200000
Renault,Sandero,2018,Stepway 1.6 Privilege 105cv Nac,Blanco,Nafta,5,Manual,1.6,Hatchback,60.000 km,17500000
Renault,Sandero,2016,Stepway 1.6 Privilege 105cv,Negro,Nafta,5,Manual,1.6,Hatchback,96.000 km,16500000
Renault,Logan,2020,1.6 16v Zen,Blanco,Nafta,4,Manual,1.6,Sedán,108.000 km,15700000
