Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Precio
Fiat,Cronos,2022,1.8 16v Precision 2022,Rojo,Nafta,4,Manual,1.8,Sedán,67.359 km,20800000
Fiat,Palio,2016,1.6 Adventure 115cv,Rojo,Nafta,5,Manual,1.6,Rural,45.000 km,16400000
Fiat,Cronos,2020,1.3 Gse Drive Pack Conectividad,Plateado,Nafta,4,Manual,1.3,Sedán,60.000 km,19790900
Fiat,Palio,2016,1.4 Attractive 85cv Año 2016 - Liv Motors,Gris,Nafta,5,Manual,1.4,Hatchback,32.000 km,10500
Fiat,Cronos,2024,1.3 Drive Mt,Rojo,Nafta,4,Manual,1.3,Sedán,1.500 km,10400000
Fiat,Qubo,2013,1.4 Dynamic 73cv,Negro,Nafta,5,Manual,1.4,Monovolumen,130.000 km,10500
Fiat,Argo,2019,1.8 Hgt,Negro,Nafta,5,Manual,1.8,Hatchback,89.200 km,20300000
Fiat,500,2019,1.4 Abarth 595 165cv,Blanco,Nafta,3,Manual,1.4,Coupé,9.450 km,33000
Fiat,Idea,2014,Adventure 2014,Marrón,Nafta,5,Manual,1.6,Monovolumen,112.000 km,10500
Fiat,Cronos,2018,1.3 Gse Drive Pack Conectividad,Rojo,Nafta,4,Manual,1.3,Sedán,70.000 km,17890900
Fiat,Uno,2019,Way 1.4 2019 (y),Plateado,Nafta,5,Manual,1.4,Hatchback,68.172 km,14900000
Fiat,Uno,2013,1.4 Way Full Nafta Anticipo Minimo $4.900.000!!!,Rojo,Nafta,5,Manual,1.4,Hatchback,189.000 km,8900000
Fiat,Uno,2011,1.3 Fire 90.767 2011,Gris,Nafta,5,Manual,1.3,Hatchback,90.767 km,8900000
Fiat,Mobi,2017,1.0 Easy,Gris,Nafta,5,Manual,1.0,Hatchback,55.432 km,14175000
Fiat,Toro,2019,2.0 Volcano 4x4 At,Rojo,Diésel,4,Automática,2.0,Pick-Up,168.667 km,24500000
Fiat,Palio,2012,1.4 Fire Full 3 Puertas Nuevo Anticipo $5.900.000,Plateado,Nafta,5,Manual,1.4,Hatchback,52.400 km,9900000
Fiat,Strada,2024,1.3 Freedom Volcano Ultra Pickup Camioneta Cd Mg,Blanco,Nafta,3,Automática,1.3,Pick-Up,500 km,16800
Fiat,Cronos,2022,1.3 Gse Drive,Plateado,Nafta,4,Manual,1.3,Sedán,37.123 km,20000000
Fiat,Toro,2021,2.0 Freedom 4x4 At,Gris,Diésel,4,Automática,2.0,Pick-Up,77.960 km,30975000
Fiat,Pulse,2024,1.3 Gse Abarth Turbo 270 At,Negro,Nafta,5,Automática,1.3,SUV,2.000 km,35900000
Fiat,Cronos,2019,1.3 Gse Drive,Negro,Nafta,4,Manual,1.3,Sedán,90.511 km,17500000
Fiat,Toro,2019,"2.0 Freedom 4x4 At Vendo, Permuto, Financio¡¡¡¡ Eb",Negro,Diésel,4,Automática,2.0,Pick-Up,145.000 km,26800000
Fiat,Uno,2013,1.4 Sporting,Rojo,Nafta,5,Manual,1.4,Hatchback,97.540 km,12550000
Fiat,500,2014,1.4 Cult 85cv,Negro,Nafta,3,Manual,1.4,Hatchback,98.000 km,13500000
Fiat,Cronos,2021,1.3 Gse Drive,Negro,Nafta,4,Manual,1.3,Sedán,59.300 km,18300000
Fiat,Toro,2018,2.0 Volcano 4x4 At Pack Premium (bruno M),Blanco,Diésel,4,Automática,2.0,Pick-Up,100.000 km,26200000
Fiat,Palio,2010,1.4 Elx,Gris,Nafta,5,Manual,1.4,Hatchback,187.000 km,8900000
Fiat,Palio,2014,1.4 Attractive 85cv C/pack Seguridad,Gris,Nafta,5,Manual,1.4,Hatchback,125.000 km,8600
Fiat,Palio,2017,Attractive 1.4 Unico Con Transferencia Incluida,Blanco,Nafta,5,Manual,1.4,Hatchback,89.400 km,13499300
Fiat,Toro,2019,No disponible,Rojo,Nafta,4,Automática,1.8,Pick-Up,108.000 km,25000000
Fiat,Toro,2018,1.8 At Volcano 4x4 101.000km 2018 (fran),Blanco,Diésel,4,Automática,2.0,Pick-Up,101.000 km,26200000
Fiat,500,2013,1.4 Lounge 105cv At,Rojo,Nafta,2,Automática,1.4,Hatchback,175.000 km,13800
Fiat,Argo,2019,1.8 Precision,Rojo,Nafta,5,Manual,1.8,Hatchback,70.000 km,17900000
Fiat,Idea,2013,1.6 Essence 115cv,Dorado,Nafta,5,Manual,1.6,Monovolumen,154.000 km,11900000
Fiat,Cronos,2021,1.8 16v Precision At6 Bl,Blanco,Nafta,4,Automática,1.8,Sedán,47.164 km,20500000
Fiat,Argo,2019,1.3 Drive Gse Manual,Blanco,Nafta,5,Manual,1.3,Hatchback,75.000 km,16500000
Fiat,Duna,1992,1.3 Sdl,Blanco,Diésel,4,Manual,1.3,Sedán,165.000 km,6000
Fiat,Palio,2013,1.4 Attractive 85cv - Liv Motors,Gris,Nafta,5,Manual,1.4,Hatchback,63.000 km,9300
Fiat,Toro,2022,2.0 Volcano 4x4 At,Blanco,Diésel,4,Automática,2.0,Pick-Up,66.340 km,32400
Fiat,Argo,2019,1.3 Drive Gse Manual Dd,Gris,Nafta,5,Manual,1.3,Hatchback,134.000 km,15870000
Fiat,Cronos,2024,1.3 Gse Drive Pack Conectividad,Blanco,Nafta,4,Manual,1.3,Sedán,14.900 km,18500
Fiat,Palio,2016,1.4 Attractive 85cv,Gris,Nafta,5,Manual,1.4,Hatchback,136.000 km,13000000
Fiat,Cronos,2023,Drive Pack Plus 1.3,Blanco,Nafta,5,Manual,1.3,Sedán,1.234 km,18500000
Fiat,Fiorino,2016,1.4 Fire Evo Vendo Financio Permuto Eb¡¡¡¡,Blanco,Nafta,3,Manual,1.4,Furgón,106.000 km,7500000
Fiat,Cronos,2022,1.3 Drive S-design Mt (ch),Blanco,Nafta,4,Manual,1.3,Sedán,61.000 km,19881000
Fiat,Mobi,2019,1.0 Way Live On,Blanco,Nafta,5,Manual,1.0,Hatchback,98.000 km,12000
Fiat,Siena,2017,1.4 El 85cv Gnc,Negro,Nafta/GNC,4,Manual,1.4,Sedán,117.000 km,11000000
Fiat,Uno,2008,1.3 Fire Way,Plateado,Nafta,5,Manual,1.3,Hatchback,117.000 km,8000000
Fiat,Palio,2015,1.4 Fire Pack Seg.,Gris,Nafta,5,Manual,1.4,Hatchback,137.000 km,9990000
Fiat,Mobi,2017,Way 2017,Gris,Nafta,5,Manual,1.0,Hatchback,131.000 km,10400
Fiat,Toro,2018,2.0 Freedom 4x4,Blanco,Diésel,4,Manual,2.0,Pick-Up,49.160 km,23800000
Fiat,Toro,2022,1.8 170 E-torq Evo Freedom At6,Negro,Nafta,4,Automática,1.8,Pick-Up,50.435 km,15620
Fiat,Fiorino,2010,1.3 Fire,Rojo,Nafta,3,Manual,1.3,Furgón,153.000 km,9000
Fiat,Argo,2019,1.8 Hgt,Rojo,Nafta,5,Manual,1.8,Hatchback,52.631 km,10000
Fiat,Toro,2022,1.8 170 E-torq Evo Freedom At6,Negro,Nafta,4,Automática,1.8,Pick-Up,50.328 km,15000
Fiat,Cronos,2023,1.3 Gse Drive 14.000km 2023 (fran),Gris,Nafta,4,Manual,1.3,Sedán,14.000 km,24300000
Fiat,Argo,2019,1.8 Hgt Hermoso! (aes),Blanco,Nafta,5,Manual,1.8,Hatchback,83.000 km,19000000
Fiat,Cronos,2019,1.3 Gse Drive,Plateado,Nafta,5,Manual,1.3,Sedán,122.000 km,17439000
Fiat,Cronos,2019,1.8 16v Precision At6 Pack Premium,Gris,Nafta,4,Automática,1.8,Sedán,49.700 km,18500000
Fiat,Palio,2015,1.4 Weekend Attractive 87cv,Plateado,Nafta,5,Manual,1.4,Rural,95.632 km,6000
Fiat,Toro,2018,2.0 Freedom 4x4 At,Blanco,Diésel,4,Automática,2.0,Pick-Up,49.000 km,23800000
Fiat,Palio,2013,1.4 Attractive 85cv,Gris,Nafta,5,Manual,1.4,Hatchback,123.000 km,9200
Fiat,Argo,2019,1.8 Hgt,Rojo,Nafta,5,Manual,1.8,Hatchback,56.146 km,10350
Fiat,500x,2018,1.4 T 16v Pop,Gris,Nafta,5,Manual,1.4,SUV,60.000 km,12300000
Fiat,Cronos,2020,1.3 Gse Drive,Rojo,Nafta,4,Manual,1.3,Sedán,101.100 km,16500000
Fiat,500x,2018,1.4 T 16v Pop,Gris,Nafta,5,Manual,1.4,SUV,65.000 km,21989900
Fiat,Cronos,2022,1.3 Drive Cvt,Blanco,Nafta,4,Automática,1.3,Sedán,98.300 km,17359980
Fiat,Cronos,2020,1.3 Gse Drive Pack Conectividad,Negro,Nafta,4,Manual,1.3,Sedán,42.000 km,19900000
Fiat,Strada,2021,1.4 8v Endurance Cs,Blanco,Nafta,3,Manual,1.4,Pick-Up,53.000 km,11686400
Fiat,Strada,2021,1.4 8v Endurance Cs,Blanco,Nafta,3,Manual,1.4,Pick-Up,53.000 km,18989900
Fiat,500x,2019,1.4 T 16v Cross At9,Rojo,Nafta,5,Automática,1.4,SUV,56.000 km,29500000
Fiat,Palio,2015,1.4 Fire Pack Seg. Top,Gris,Nafta,5,Manual,1.4,Hatchback,89.000 km,11900000
Fiat,Cronos,2022,1.8 16v Precision - Us,Plateado,Nafta,4,Manual,1.8,Sedán,70.000 km,19490000
Fiat,Pulse,2022,1.0 Impetus T3 Cvt 2022 70.422km,Gris,Nafta,5,Automática,1.0,SUV,70.422 km,26500000
Fiat,Cronos,2022,1.3 Drive S-design Mt - Excelente Estado (juan),Blanco,Nafta,4,Manual,1.3,Sedán,64.000 km,19890000
Fiat,Punto,2014,1.4 Attractive Año 2014 - Liv Motors,Blanco,Nafta,5,Manual,1.4,Hatchback,109.000 km,9900
Fiat,Cronos,2022,1.3 Drive S-design Mt - Excelente Estado (juan),Blanco,Nafta,4,Manual,1.3,Sedán,64.000 km,19890000
Fiat,Punto,2014,1.4 Attractive Año 2014 - Liv Motors,Blanco,Nafta,5,Manual,1.4,Hatchback,109.000 km,9900
Fiat,A,2024,Pagar Strada Pyme Flota Empresa Permuto Auto Usados Sv,Plateado,Nafta,3,Manual,1.4,Pick-Up,500 km,7800
Fiat,Pulse,2022,1.0 Impetus T3 Cvt,Azul,Nafta,5,Automática,1.0,SUV,22.000 km,27900000
Fiat,Cronos,2022,1.8 16v Precision 2022,Rojo,Nafta,4,Manual,1.8,Sedán,67.359 km,20800000
Fiat,Palio,2016,1.6 Adventure 115cv,Rojo,Nafta,5,Manual,1.6,Rural,45.000 km,16400000
Fiat,Cronos,2020,1.3 Gse Drive Pack Conectividad,Plateado,Nafta,4,Manual,1.3,Sedán,60.000 km,19790900
Fiat,Palio,2016,1.4 Attractive 85cv Año 2016 - Liv Motors,Gris,Nafta,5,Manual,1.4,Hatchback,32.000 km,10500
Fiat,Cronos,2024,1.3 Drive Mt,Rojo,Nafta,4,Manual,1.3,Sedán,1.500 km,10400000
Fiat,Qubo,2013,1.4 Dynamic 73cv,Negro,Nafta,5,Manual,1.4,Monovolumen,130.000 km,10500
Fiat,Argo,2019,1.8 Hgt,Negro,Nafta,5,Manual,1.8,Hatchback,89.200 km,20300000
Fiat,500,2019,1.4 Abarth 595 165cv,Blanco,Nafta,3,Manual,1.4,Coupé,9.450 km,33000
Fiat,Idea,2014,Adventure 2014,Marrón,Nafta,5,Manual,1.6,Monovolumen,112.000 km,10500
Fiat,Cronos,2018,1.3 Gse Drive Pack Conectividad,Rojo,Nafta,4,Manual,1.3,Sedán,70.000 km,17890900
Fiat,Uno,2019,Way 1.4 2019 (y),Plateado,Nafta,5,Manual,1.4,Hatchback,68.172 km,14900000
Fiat,Uno,2013,1.4 Way Full Nafta Anticipo Minimo $4.900.000!!!,Rojo,Nafta,5,Manual,1.4,Hatchback,189.000 km,8900000
Fiat,Uno,2011,1.3 Fire 90.767 2011,Gris,Nafta,5,Manual,1.3,Hatchback,90.767 km,8900000
Fiat,Mobi,2017,1.0 Easy,Gris,Nafta,5,Manual,1.0,Hatchback,55.432 km,14175000
Fiat,Toro,2019,2.0 Volcano 4x4 At,Rojo,Diésel,4,Automática,2.0,Pick-Up,168.667 km,24500000
Fiat,Palio,2012,1.4 Fire Full 3 Puertas Nuevo Anticipo $5.900.000,Plateado,Nafta,5,Manual,1.4,Hatchback,52.400 km,9900000
Fiat,Strada,2024,1.3 Freedom Volcano Ultra Pickup Camioneta Cd Mg,Blanco,Nafta,3,Automática,1.3,Pick-Up,500 km,16800
Fiat,Cronos,2022,1.3 Gse Drive,Plateado,Nafta,4,Manual,1.3,Sedán,37.123 km,20000000
Fiat,Toro,2021,2.0 Freedom 4x4 At,Gris,Diésel,4,Automática,2.0,Pick-Up,77.960 km,30975000
Fiat,Pulse,2024,1.3 Gse Abarth Turbo 270 At,Negro,Nafta,5,Automática,1.3,SUV,2.000 km,35900000
Fiat,Cronos,2019,1.3 Gse Drive,Negro,Nafta,4,Manual,1.3,Sedán,90.511 km,17500000
Fiat,Toro,2019,"2.0 Freedom 4x4 At Vendo, Permuto, Financio¡¡¡¡ Eb",Negro,Diésel,4,Automática,2.0,Pick-Up,145.000 km,26800000
Fiat,Uno,2013,1.4 Sporting,Rojo,Nafta,5,Manual,1.4,Hatchback,97.540 km,12550000
Fiat,500,2014,1.4 Cult 85cv,Negro,Nafta,3,Manual,1.4,Hatchback,98.000 km,13500000
Fiat,Cronos,2021,1.3 Gse Drive,Negro,Nafta,4,Manual,1.3,Sedán,59.300 km,18300000
Fiat,Toro,2018,2.0 Volcano 4x4 At Pack Premium (bruno M),Blanco,Diésel,4,Automática,2.0,Pick-Up,100.000 km,26200000
Fiat,Palio,2010,1.4 Elx,Gris,Nafta,5,Manual,1.4,Hatchback,187.000 km,8900000
Fiat,Palio,2014,1.4 Attractive 85cv C/pack Seguridad,Gris,Nafta,5,Manual,1.4,Hatchback,125.000 km,8600
Fiat,Palio,2017,Attractive 1.4 Unico Con Transferencia Incluida,Blanco,Nafta,5,Manual,1.4,Hatchback,89.400 km,13499300
Fiat,Toro,2019,No disponible,Rojo,Nafta,4,Automática,1.8,Pick-Up,108.000 km,25000000
Fiat,Toro,2018,1.8 At Volcano 4x4 101.000km 2018 (fran),Blanco,Diésel,4,Automática,2.0,Pick-Up,101.000 km,26200000
Fiat,500,2013,1.4 Lounge 105cv At,Rojo,Nafta,2,Automática,1.4,Hatchback,175.000 km,13800
Fiat,Argo,2019,1.8 Precision,Rojo,Nafta,5,Manual,1.8,Hatchback,70.000 km,17900000
Fiat,Idea,2013,1.6 Essence 115cv,Dorado,Nafta,5,Manual,1.6,Monovolumen,154.000 km,11900000
Fiat,Cronos,2021,1.8 16v Precision At6 Bl,Blanco,Nafta,4,Automática,1.8,Sedán,47.164 km,20500000
Fiat,Argo,2019,1.3 Drive Gse Manual,Blanco,Nafta,5,Manual,1.3,Hatchback,75.000 km,16500000
Fiat,Duna,1992,1.3 Sdl,Blanco,Diésel,4,Manual,1.3,Sedán,165.000 km,6000
Fiat,Palio,2013,1.4 Attractive 85cv - Liv Motors,Gris,Nafta,5,Manual,1.4,Hatchback,63.000 km,9300
Fiat,Toro,2022,2.0 Volcano 4x4 At,Blanco,Diésel,4,Automática,2.0,Pick-Up,66.340 km,32400
Fiat,Argo,2019,1.3 Drive Gse Manual Dd,Gris,Nafta,5,Manual,1.3,Hatchback,134.000 km,15870000
Fiat,Cronos,2024,1.3 Gse Drive Pack Conectividad,Blanco,Nafta,4,Manual,1.3,Sedán,14.900 km,18500
Fiat,Palio,2016,1.4 Attractive 85cv,Gris,Nafta,5,Manual,1.4,Hatchback,136.000 km,13000000
Fiat,Cronos,2023,Drive Pack Plus 1.3,Blanco,Nafta,5,Manual,1.3,Sedán,1.234 km,18500000
Fiat,Fiorino,2016,1.4 Fire Evo Vendo Financio Permuto Eb¡¡¡¡,Blanco,Nafta,3,Manual,1.4,Furgón,106.000 km,7500000
Fiat,Cronos,2022,1.3 Drive S-design Mt (ch),Blanco,Nafta,4,Manual,1.3,Sedán,61.000 km,19881000
Fiat,Mobi,2019,1.0 Way Live On,Blanco,Nafta,5,Manual,1.0,Hatchback,98.000 km,12000
Fiat,Siena,2017,1.4 El 85cv Gnc,Negro,Nafta/GNC,4,Manual,1.4,Sedán,117.000 km,11000000
Fiat,Uno,2008,1.3 Fire Way,Plateado,Nafta,5,Manual,1.3,Hatchback,117.000 km,8000000
Fiat,Palio,2015,1.4 Fire Pack Seg.,Gris,Nafta,5,Manual,1.4,Hatchback,137.000 km,9990000
Fiat,Mobi,2017,Way 2017,Gris,Nafta,5,Manual,1.0,Hatchback,131.000 km,10400
Fiat,Cronos,2022,1.8 16v Precision Pack Premium,Rojo,Nafta,4,Manual,1.8,Sedán,19.100 km,21500000
Fiat,Palio,2013,1.6 Adventure Pack Seguridad + Alarma,Plateado,Nafta,5,Manual,1.6,Rural,160.000 km,10900
Fiat,Palio,2017,1.4 Nuevo Attractive Pack Top 85cv,Rojo,Nafta,5,Manual,1.4,Hatchback,94.500 km,13500000
Fiat,Cronos,2023,1.3 Gse Drive Pack Conectividad,Plateado,Nafta,4,Manual,1.3,Sedán,30.600 km,20500000
Fiat,Argo,2020,1.8 Precision,Blanco,Nafta,5,Manual,1.8,Hatchback,69.000 km,18500000
Fiat,Cronos,2020,1.8 16v Precision,Plateado,Nafta,4,Manual,1.8,Sedán,79.000 km,9600000
Fiat,Cronos,2022,1.8 16v Precision Pack Premium,Rojo,Nafta,4,Manual,1.8,Sedán,19.100 km,21500000
Fiat,Cronos,2023,1.3 Drive Cvt,Gris,Nafta,4,Automática,1.3,Sedán,19.700 km,20300000
Fiat,Fiorino,2018,Oportunidad,Blanco,Nafta,3,Manual,1.4,Furgón,180.000 km,12900000
Fiat,Palio,2006,1.3 Fire Top,Rojo,Nafta,3,Manual,1.3,Hatchback,150.000 km,6800000
Fiat,Palio,2015,1.4 Attractive 85cv,Marrón,Nafta,5,Manual,1.4,Hatchback,32.000 km,15000000
Fiat,Siena,2017,1.4 El 85cv,Rojo,Nafta,4,Manual,1.4,Sedán,44.000 km,14000000
Fiat,Qubo,2013,1.4 Fiorino Dynamic 73cv,Rojo,Nafta,2,Manual,1.4,Furgón,48.000 km,15000000
Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,Negro,Nafta,4,Manual,1.3,Sedán,23.000 km,17500
Fiat,Palio,2015,1.4 Attractive 5p L14,Blanco,Nafta,5,Manual,INYECCION MULTI PUNTO,Hatchback,93.900 km,13800000
Fiat,Toro,2019,2.0 Volcano 4x4 At Usados,Rojo,Diésel,4,Automática,2.0,Pick-Up,103.104 km,28500000
Fiat,500,2012,1.4 Cult 85cv,Gris,Nafta,3,Manual,1.4,Hatchback,110.000 km,13700000
Fiat,Strada,2018,1.6 Adventure Cd Pack Top,Rojo,Nafta,3,Manual,1.6,Pick-Up,66.350 km,19200000
Fiat,Cronos,2022,1.8 Precision L21,Gris,Nafta,4,Manual,INYECCION MULTI PUNTO,Sedán,73.500 km,22300000
Fiat,Strada,2022,1.4 8v Freedom Cd,Gris,Nafta,3,Manual,1.4,Pick-Up,68.000 km,21000000
Fiat,Cronos,2021,1.3 Gse Drive,Gris,Nafta,4,Manual,1.3,Sedán,64.300 km,14500
Fiat,Cronos,2022,1.8 16v Precision,Marrón,Nafta,4,Manual,1.8,Sedán,62.000 km,19000000
Fiat,Palio,2016,1.4 Attractive 85cv,Plateado,Nafta,5,Manual,1.4,Hatchback,122.000 km,11500000
Fiat,Palio,2017,1.4 Nuevo Attractive 85cv,Negro,Nafta,5,Manual,1.4,Hatchback,104.000 km,13000000
Fiat,Grand,2014,Siena 1.4 Attractive 87cv,Plateado,Nafta,4,Manual,1.4,Sedán,98.000 km,12000000
Fiat,Siena,2016,1.4 El Pack Attractive,Blanco,Nafta,4,Manual,1.4,Sedán,32.470 km,14000000
Fiat,Doblo,2013,1.4 Active Family,Azul,Nafta,5,Manual,1.4,Rural,161.800 km,10800
Fiat,Punto,2015,1.4 Attractive Pack Top,Rojo,Nafta,5,Manual,1.4,Hatchback,98.000 km,12500000
Fiat,Pulse,2022,1.3 Drive Gse Mt,Gris,Nafta,5,Manual,1.3,SUV,41.000 km,22500000
Fiat,Pulse,2022,1.0 Impetus T3 Cvt,Azul,Nafta,5,Automática,1.0,SUV,76.000 km,25500000
Fiat,Cronos,2021,1.3 Gse Drive Pack Conectividad Unico Dueño!!!,Blanco,Nafta,4,Manual,1.3,Sedán,66.200 km,18500000
Fiat,Cronos,2021,1.3 Gse Drive,Plateado,Nafta,4,Manual,1.3,Sedán,900 km,16500
Fiat,Fiat,2018,Cronos 1.8 16v Precision At6 Año 2018,Rojo,Nafta,4,Automática,1.8,Sedán,131.000 km,14700
Fiat,Cronos,2024,1.3 Gse Precision Cvt,Gris,Nafta,4,Automática,1.3,Sedán,19.000 km,26899000
Fiat,Toro,2023,2.0 Freedom My19 4x4 At,Negro,Diésel,4,Automática,2.0,Pick-Up,33.000 km,37899000
Fiat,Toro,2018,2.0 Volcano 4x4 At,Negro,Diésel,4,Automática,2.0,Pick-Up,190.000 km,22000000
Fiat,1500,1968,1.5,Rojo,Nafta,4,Manual,1.5,Sedán,10.000 km,18000
Fiat,Cronos,2023,Precision 1.3 Cvt Corolla Yaris Gol Trend Corsa,Blanco,Nafta,4,Automática,1.3,Sedán,2.000 km,14200000
Fiat,Cronos,2022,1.3 Drive S-design Mt,Gris,Nafta,4,Manual,1.3,Sedán,43.000 km,21000000
Fiat,Mobi,2017,1.0 Easy,Gris,Nafta,5,Manual,1.0,Hatchback,46.635 km,12400000
Fiat,Cronos/22,2022,"1.3 Drive S-design Mt,kms64mil Excelent (mb)",Blanco,Nafta,4,Manual,1.3,Sedán,64.500 km,19900000
Fiat,Mobi,2020,1.0 Easy Pack Top,Rojo,Nafta,5,Manual,1.0,Hatchback,39.000 km,12900
Fiat,Strada,2016,1.6 Adventure Cd Pack Top,Negro,Nafta/GNC,3,Manual,1.6,Pick-Up,140.000 km,12000
Fiat,Cronos,2024,1.3 Gse Like Usados,Blanco,Nafta,4,Manual,1.3,Sedán,13.500 km,18500000
Fiat,Strada,2022,1.3 Volcano,Gris,Nafta,3,Manual,1.3,Pick-Up,60.000 km,22900
Fiat,Punto,2014,1.6 Essence,Gris,Nafta,5,Manual,1.6,Hatchback,95.000 km,10400
Fiat,500,2012,1.4 Cult 85cv,Negro,Nafta,3,Manual,1.4,Hatchback,88.000 km,12500000
Fiat,Toro,2019,2.0 Freedom 4x4 At 2019! Financio. La,Negro,Diésel,4,Automática,2.0,Pick-Up,146.000 km,11500000
Fiat,Argo,2018,Drive 1.3 Conectividad 2018 74.000km Fcio T/usado,Rojo,Nafta,5,Manual,1.3,Hatchback,74.000 km,16488000
Fiat,Uno,2009,1.3 Fire 96.452km 2009,Gris,Nafta,5,Manual,1.3,Hatchback,96.452 km,8750000
Fiat,Cronos,2018,1.3 Gse Drive Pack Conectividad,Blanco,Nafta,4,Manual,1.3,Sedán,85.000 km,14000
Fiat,Toro,2017,2.0 Freedom 4x2 // Forcamsm,Negro,Diésel,4,Manual,2.0,Pick-Up,116.000 km,21500000
Fiat,Cronos,2023,Precision 1.3 At6 2023 22.000km Fcio T/usado,Gris,Nafta,4,Automática,1.3,Sedán,22.000 km,23488000
Fiat,Toro,2020,2.0 Volcano 4x4 At,Gris,Diésel,4,Automática,2.0,Pick-Up,135.000 km,27990000
Fiat,Cronos,2022,1.3 Gse Precision Cvt L23,Marrón,Nafta,4,Automática,INYECCION MULTI PUNTO,Sedán,60.000 km,23500000
Fiat,Punto,2013,1.6 Sporting L13 2013,Blanco,Nafta,5,Manual,1.6,Hatchback,197.000 km,12200000
Fiat,Toro,2016,2.0 Freedom 4x2,Plateado,Diésel,4,Manual,2.0,Pick-Up,101.000 km,17000000
Fiat,500x,2018,1.4 T 16v Pop,Gris,Nafta,5,Manual,1.4,SUV,100.000 km,20500000
Fiat,Mobi,2019,1.0 Way,Gris,Nafta,5,Manual,1.0,Hatchback,45.000 km,15000000
Fiat,500,2013,1.4 Sport 105cv,Rojo,Nafta,3,Manual,1.4,Hatchback,99.000 km,11500
