Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Precio
Volkswagen,Gol,2021,Trend Trendline At Dsg E,Plateado,Nafta,5,Automática,1.6,Hatchback,23.000 km,20800000
Volkswagen,Up!,2017,1.0 Take Up! Aa 75cv 3p,Rojo,Nafta,3,Manual,1.0,Hatchback,65.000 km,13989900
Volkswagen,Polo,2021,1.4 Tsi Gts,Rojo,Nafta,5,Automática,1.4,Hatchback,65.000 km,27500
Volkswagen,Suran,2016,1.6 Highline Msi 110cv,Gris,Nafta,5,Manual,1.6,Monovolumen,102.000 km,13800
Volkswagen,Vento,2014,2.5 Luxury 170cv,Plateado,Nafta,4,Manual,2.5,Sedán,60.000 km,17000
Volkswagen,Fox,2017,1.6 Highline,Blanco,Nafta,5,Manual,1.6,Hatchback,49.100 km,17600000
Volkswagen,Fox,2017,1.6 Highline,Blanco,Nafta,5,Manual,1.6,Hatchback,49.100 km,17600000
Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv Comfortline At Av,Gris,Diésel,4,Automática,2.0,Pick-Up,60.000 km,36000023
Volkswagen,Tiguan,2018,Allspace 1.4 Tsi Trendline 150cv Dsg,Blanco,Nafta,5,Automática,1.4,SUV,139.000 km,22800
Volkswagen,Gol,2021,Trend 1.6 Trendline 101cv,Blanco,Nafta,5,Manual,1.6,Hatchback,95.000 km,16989900
Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv Comfortline At Av,Gris,Diésel,4,Automática,2.0,Pick-Up,60.000 km,36000023
Volkswagen,Virtus,2024,1.6 Msi Highline At,Gris,Nafta,4,Automática,1.6,Sedán,36.000 km,28000000
Volkswagen,Amarok,2017,2.0 Cd Tdi 180cv Comfortline,Blanco,Diésel,4,Manual,2.0,Pick-Up,85.000 km,28989900
Volkswagen,Amarok,2020,3.0 V6 Extreme 258cv Nueva Precio 2020,Azul,Diésel,4,Automática,3.0,Pick-Up,87.000 km,39000
Volkswagen,Amarok,2021,2.0 Cd Tdi 180cv 4x4 Highline At,Gris,Diésel,4,Automática,2.0,Pick-Up,73.450 km,36500
Volkswagen,3.0,2016,V6 Tdi Premium,Blanco,Diésel,5,Automática,3.0,SUV,150.000 km,43900
Volkswagen,T-cross,2024,1.0 170 Tsi Mt,Plateado,Nafta,5,Manual,1.0,SUV,10.000 km,32500000
Volkswagen,Taos,2022,1.4 250 Tsi Highline Ugarcia,Gris,Nafta,5,Automática,1.4,SUV,64.900 km,37500000
Volkswagen,Suran,2014,1.6 Comfortline C/gnc Año 2014 - Liv Motors,Blanco,Nafta/GNC,5,Manual,1.6,Monovolumen,132.000 km,9700
Volkswagen,Vento,2024,2.0 Tsi Gli 211cv App Connect + Nav,Gris,Nafta,4,Manual,2.0,Sedán,12.000 km,50999999
Volkswagen,Up!,2017,1.0 High Up! 75cv,Gris,Nafta,3,Manual,1.0,Hatchback,116.000 km,16200000
Volkswagen,Up!,2019,1.0 High Up! 75cv 5 P,Azul,Nafta,5,Manual,1.0,Hatchback,70.000 km,13900
Volkswagen,Polo,2024,1.6 Msi Track,Gris,Nafta,5,Manual,1.6,Hatchback,2.000 km,20500
Volkswagen,Fox,2011,1.6 Highline Imotion,Blanco,Nafta,5,Automática,1.6,Hatchback,81.000 km,11999
Volkswagen,Golf,2020,Vii 1.4 Tsi 250 2020,Gris oscuro,Nafta,5,Automática,1.4,Hatchback,45.000 km,35900000
Volkswagen,Beetle,2014,2.0 Sport Dsg - Permuto - Led,Rojo,Nafta,2,Automática,2.0,Cabriolet,135.200 km,21000
Volkswagen,Golf,2017,1.6 Trendline,Negro,Nafta,5,Manual,1.6,Hatchback,57.000 km,20900000
Volkswagen,Up!,2019,1.0 Take Up! Aa 5ptas Año 2019 - Liv Motors,Blanco,Nafta,5,Manual,1.0,Hatchback,58.000 km,12300
Volkswagen,T-cross,2021,1.6 Comfortline At Jf,Blanco,Nafta,5,Automática,1.6,SUV,54.375 km,28500000
Volkswagen,Up!,2020,1.0 Take,Gris,Nafta,5,Manual,1.0,Hatchback,68.000 km,13500
Volkswagen,Amarok,2023,3.0 V6 Cd Comfortline - Brian Avalos,Plateado,Diésel,4,Automática,3.0,Pick-Up,61.000 km,43000000
Volkswagen,Tiguan,2018,Allspace 1.4 Tsi Trendline 150cv Dsg,Gris,Nafta,5,Automática,1.4,SUV,90.500 km,31500000
Volkswagen,Amarok,2023,3.0 V6 Cd Highline Ugarcia,Gris,Diésel,4,Automática,3.0,Pick-Up,60.800 km,49900000
Volkswagen,Amarok,2023,3.0 V6 Cd Highline,Plateado,Diésel,4,Automática,3.0,Pick-Up,60.000 km,49000000
Volkswagen,Taos,2022,Highline At 2022,Gris,Nafta,5,Automática,1.4,SUV,63.000 km,40499999
Volkswagen,Up!,2017,1.0 High Up! Año 2017 - Liv Motors,Blanco,Nafta,3,Manual,1.0,Hatchback,89.000 km,12500
Volkswagen,Gol,2014,Trend 1.6 Pack I 3p Año 2014 - Liv Motors,Gris,Nafta,3,Manual,1.6,Hatchback,99.000 km,9300
Volkswagen,Taos,2024,1.4 250 Tsi Comfortline Tiptronic,Blanco,Nafta,5,Automática,1.4,SUV,52.000 km,35900000
Volkswagen,Gol,2021,Trend 1.6 Trendline 101cv At,Plateado,Nafta,5,Automática,1.6,Hatchback,30.000 km,21148900
Volkswagen,Amarok,2023,3.0 Td V6 258hp 4x4 Dc Extreme At L20,Gris oscuro,Diésel,4,Automática,TURBO DIESEL INYECCION,Pick-Up,57.000 km,49730000
Volkswagen,Amarok,2022,2.0 Cd Tdi 4x4 Highl Pack At - Liv Motors,Gris,Diésel,4,Automática,2.0,Pick-Up,35.000 km,39000
Volkswagen,Amarok,2013,2.0 4x4 Highline Pack At 180 V6 Extreme,Blanco,Diésel,4,Automática,2.0,Pick-Up,120.000 km,27990000
Volkswagen,Golf,2016,1.4 Highline Tsi Dsg,Azul,Nafta,5,Automática,1.4,Hatchback,63.565 km,22700
Volkswagen,Amarok,2020,3.0 V6 Cd Highline,Gris,Diésel,4,Automática,3.0,Pick-Up,136.200 km,38000
Volkswagen,Amarok,2021,3.0 V6 Cd Highline,Plateado,Diésel,4,Automática,3.0,Pick-Up,87.000 km,39500
Volkswagen,Up!,2017,1.0 Take,Rojo,Nafta,5,Manual,1.0,Hatchback,74.122 km,15000000
Volkswagen,Vento,2023,2.0 Tsi Gli 211cv App Connect + Nav,Rojo,Nafta,4,Manual,2.0,Sedán,57.000 km,49000000
Volkswagen,Amarok,2024,3.0 Cd Tdi 258cv V6 Extreme 4x4 At,Gris,Diésel,4,Automática,3.0,Pick-Up,9.000 km,51000
Volkswagen,Gol,2013,Trend 1.6 Full,Negro,Nafta,5,Manual,1.6,Hatchback,164.000 km,9800
Volkswagen,Up!,2015,1.0 Move Up! 75cv,Blanco,Nafta,3,Manual,1.0,Hatchback,81.691 km,11600000
Volkswagen,Vento,2013,2.0 Sportline Tsi 200cv Dsg,Azul,Nafta,4,Automática,2.0,Sedán,102.000 km,17500
Volkswagen,Voyage,2017,1.6 Trenline 101cv,Blanco,Nafta,4,Manual,1.6,Sedán,120.000 km,11900
Volkswagen,Tiguan,2020,Allspace 1.4 Trendline 150cv 250tsi Dsg,Azul,Nafta,5,Automática,1.4,SUV,75.000 km,28000
Volkswagen,Amarok,2019,2.0 Cs Tdi 140cv Trendline,Blanco,Diésel,2,Manual,2.0,Pick-Up,67.300 km,27950000
Volkswagen,Taos,2022,1.4 250 Tsi Highline,Gris,Nafta,5,Automática,1.4,SUV,40.290 km,33800
Volkswagen,Gol,2021,Trend 1.6 Trendline 101cv At Smart Garage,Plateado,Nafta,5,Automática,1.6,Hatchback,48.000 km,17800
Volkswagen,Polo,2019,1.6 Msi Trendline At,Plateado,Nafta,5,Automática,1.6,Hatchback,100.000 km,18000000
Volkswagen,Golf,2020,1.4 Highline Dsg Comfortline Gti Trendline,Gris,Nafta,5,Automática,1.4,Hatchback,119.000 km,32990000
Volkswagen,Crossfox,2012,1.6 Trendline Smart Garage,Negro,Nafta,5,Manual,1.6,Hatchback,122.000 km,10900
Volkswagen,Fox,2010,1.6 Comfortline Pack,Plateado,Nafta,5,Manual,1.6,Hatchback,150.000 km,9400
Volkswagen,Suran,2017,1.6 Trendline Nd,Negro,Nafta,5,Manual,1.6,Monovolumen,72.822 km,17000000
Volkswagen,Beetle,2012,Cabrio Sport 1.8t Mt - Cabriolet,Blanco,Nafta,3,Manual,1800 turbo,Cabriolet,45.000 km,25000
Volkswagen,Vento,2013,2.5 Luxury 170cv Tiptronic,Gris,Nafta,4,Automática,2.5,Sedán,116.000 km,14900
Volkswagen,The,2016,Beetle 1.4 Tsi Design,Negro,Nafta,3,Manual,1.4,Hatchback,152.000 km,18200000
Volkswagen,Up!,2017,"5p 1,0 Tsi Pepper Up! 2017 Bl",Gris,Nafta,5,Manual,1.0,Hatchback,110.479 km,18500000
Volkswagen,Amarok,2020,3.0 V6 Cd Highline,Plateado,Diésel,4,Automática,3.0,Pick-Up,110.000 km,34999
Volkswagen,Suran,2019,1.6 Comfortline Smart Garage,Plateado,Nafta,5,Manual,1.6,Hatchback,82.000 km,13600
Volkswagen,Suran,2012,1.6 Imotion Highline 11c,Plateado,Nafta,5,Automática,1.6,Monovolumen,135.000 km,9300
Volkswagen,Tiguan,2020,Allspace 1.4 Dsg 7 Asientos 2020 (bruno M),Blanco,Nafta,5,Automática,1.4,SUV,100.000 km,35300000
Volkswagen,Taos,2022,1.4 Highline Comfortline Trendline Tcross,Negro,Nafta,5,Automática,1.4,SUV,50.000 km,39990000
Volkswagen,Up!,2017,1.0 Take Up! Aa 75cv 3p,Blanco,Nafta,3,Manual,1.0,Hatchback,70.000 km,12500
Volkswagen,Amarok,2022,3.0 V6 Extreme Black Style,Negro,Diésel,4,Automática,3.0,Pick-Up,36.000 km,49500
Volkswagen,Vw,2018,Amarok V6 Usada Extreme Precio Full 4x4 2018,Blanco,Diésel,4,Automática,3.0,Pick-Up,135.000 km,31000
Volkswagen,Up!,2017,1.0 High Up! 75cv,Azul,Nafta,3,Manual,1.0,Hatchback,168.200 km,12000000
Volkswagen,Amarok,2024,180cv Comfortline 4x2 4x4 At Highline V6,Blanco,Diésel,4,Manual,2.0,Pick-Up,50.000 km,40990000
Volkswagen,Up!,2016,1.0 High Up! 75cv Smart Garage,Rojo,Nafta,3,Manual,1.0,Hatchback,82.000 km,11800
Volkswagen,Amarok,2024,3.0 V6 Extreme Black Style,Negro,Diésel,4,Automática,3.0,Pick-Up,20.000 km,51000
Volkswagen,Amarok,2012,2.0 Cd Tdi 180cv 4x2 Highline C33,Gris,Diésel,4,Manual,2.0,Pick-Up,228.000 km,19000
Volkswagen,Amarok,2016,2.0 Cd Tdi 140cv 4x2 Startline,Negro,Diésel,4,Manual,2.0,Pick-Up,138.000 km,22000
Volkswagen,Polo,2020,1.6 Msi Trendline,Blanco,Nafta,5,Manual,1.6,Hatchback,72.000 km,15800
Volkswagen,Tiguan,2018,Allspace 1.4 Tsi Trendline 150cv Dsg,Gris,Nafta,7,Automática,1.4,SUV,102.000 km,26500
Volkswagen,Up!,2017,"5p 1,0 Take Up! A/c 2017 Pt",Blanco,Nafta,3,Manual,1.0,Hatchback,124.952 km,13600000
Volkswagen,Tiguan,2020,1.4 Tsi 250 Dsg 7as 99.000km 2020 (fran),Blanco,Nafta,5,Automática,1.4 TSI,SUV,99.000 km,35300000
Volkswagen,Pepper,2017,1.0 Turbo 2017 / 72000km / Impecable,Gris,Nafta,5,Manual,1.0,Hatchback,73.000 km,15300
Volkswagen,Tiguan,2018,Allspace 2.0 Tsi Highline Dsg Jf,Gris,Nafta,5,Automática,2.0,SUV,85.000 km,41000000
Volkswagen,Amarok,2024,No disponible,Gris,Diésel,4,Automática,3.0,Pick-Up,1.234 km,55000000
Volkswagen,Polo,2024,Highline 2024,Gris,Nafta,5,Automática,1.0,Hatchback,1.111 km,27000000
Volkswagen,Volkswagen,2024,Nivus Comfortline Highline 200 Tsi 2024,Gris,Nafta,5,Automática,1.0,SUV,1.111 km,31100000
Volkswagen,Volkswagen,2024,Nivus Comfortline Highline 200 Tsi 2024,Azul,Nafta,5,Automática,1.0,SUV,1.111 km,31150000
Volkswagen,Volkswagen,2024,Comfortline Highline Taos 1.4 250 Tsi At,Blanco,Nafta,5,Automática,1.4,SUV,1.111 km,42800000
Volkswagen,Volkswagen,2024,Virtus Highline 170 Tsi Exclusive 1.4 2024,Plateado,Nafta,4,Automática,1.0,Sedán,1.111 km,29000000
Volkswagen,Volkswagen,2024,Nivus Comfortline Highline 1.0 200 Tsi 2024,Rojo,Nafta,5,Automática,1.0,SUV,1.111 km,32700000
Volkswagen,Cross,2024,Comfortline 200 Tsi At,Gris,Nafta,5,Automática,1.0,SUV,1.111 km,29565600
Volkswagen,Amarok,2024,Trendline 2024 G2,Blanco,Diésel,4,Manual,2.0,Pick-Up,1.111 km,39000000
Volkswagen,Bora,2013,1.8 Highline T Tiptronic Cuero,Blanco,Nafta,4,Automática,1.8,Sedán,160.000 km,12500
Volkswagen,Vento,2014,2.0 Sportline Tsi 200cv Dsg,Negro,Nafta,4,Automática,2.0,Sedán,130.000 km,18500
Volkswagen,Scirocco,2016,2016 2.0 Tsi 211cv Dsg,Gris,Nafta,2,Automática,2.0,No disponible,69.000 km,35000
Volkswagen,Amarok,2024,V6 Comfortline G2 3.0 Tdi Entrega Inmediat,Gris,Diésel,4,Automática,3.0,Pick-Up,500 km,52500000
Volkswagen,Taos,2024,Comfortline 0km 1.4 Tsi Entrega Inmediata Vw,Gris,Nafta,5,Automática,1.4,SUV,500 km,38000000
Volkswagen,Volkswagen,2023,Polo Highline 2024,Gris,Nafta,5,Automática,1.4,Hatchback,1.000 km,30288200
Volkswagen,V6,2022,Highline 3.0 Tdi258cv 0km 2023 Volkswagen Entrega,Azul,Diésel,4,Automática,3.0,Pick-Up,500 km,58000000
Volkswagen,Amarok,2022,3.0 V6 Extreme,Blanco,Diésel,4,Automática,3.0,Pick-Up,50.000 km,53999999
Volkswagen,Tiguan,2018,Allspace 2.0 Tsi Comfortline Dsg,Blanco,Nafta,5,Automática,2.0,SUV,100.000 km,29900
Volkswagen,Bora,2009,2.0 Trendline 115cv,Plateado,Nafta,4,Manual,2.0,Sedán,181.167 km,11200000
Volkswagen,Suran,2012,1.6 Trendline 11b,Negro,Nafta,5,Manual,1.6,Monovolumen,90.000 km,12989900
Volkswagen,Golf,2012,2.0 Vi Gti Tsi 211cv,Blanco,Nafta,5,Manual,2.0,Hatchback,117.000 km,21900
Volkswagen,Amarok,2023,2.0 Cd Tdi 180cv 4x4 Trendline,Gris,Diésel,4,Manual,2.0,Pick-Up,56.800 km,35500000
Volkswagen,Taos,2023,1.4 250 Tsi Hero,Blanco,Nafta,5,Automática,1.4,SUV,50.500 km,42000000
Volkswagen,Bora,2012,2.0 Trendline 115cv Jf,Gris,Nafta,4,Manual,2.0,Sedán,159.000 km,10900000
Volkswagen,Vento,2014,2.5 Luxury 170cv,Blanco,Nafta/GNC,4,Manual,2.5,Sedán,150.000 km,10900000
Volkswagen,Amarok,2020,2.0 Cd Tdi 180cv 4x2 Trendline,Blanco,Diésel,4,Manual,2.0,Pick-Up,95.000 km,28989900
Volkswagen,Golf,2005,1.8 Turbo Gti,Negro,Nafta,5,Manual,1.8,Hatchback,122.000 km,8900
Volkswagen,Taos,2023,1.4 250 Tsi Comfortline,Azul,Nafta,5,Automática,1.4,SUV,34.000 km,34900000
Volkswagen,Amarok,2023,3.0 V6 Cd Comfortline,Gris,Diésel,4,Automática,3.0,Pick-Up,60.000 km,44500000
Volkswagen,Vento,2013,2.0 Sportline Tsi 200cv Bi-xenon,Blanco,Nafta,4,Manual,2.0,Sedán,114.000 km,18500
Volkswagen,Virtus,2024,1.0 Tsi Highline,Gris,Nafta,4,Automática,1.0,Sedán,37.000 km,28000000
Volkswagen,Gol,2015,Trend 1.6 Pack I 101cv - Liv Motors,Rojo,Nafta,5,Manual,1.6,Hatchback,91.000 km,9700
Volkswagen,Suran,2017,1.6 Trendline,Negro,Nafta,5,Manual,1.6,Monovolumen,78.000 km,16000000
Volkswagen,Suran,2014,1.6 Trendline 11b,Plateado,Nafta,5,Manual,1.6,Monovolumen,113.200 km,14300000
Volkswagen,Gol,2017,Trend 1.6 Trendline 101cv 3p,Azul,Nafta,3,Manual,1.6,Hatchback,180.000 km,11000
Volkswagen,Bora,2011,1.8 Highline 180cv Manual Cuero,Gris,Nafta,4,Manual,1.8,Sedán,159.000 km,10400
Volkswagen,Amarok,2021,2.0 Cd Tdi 180cv Comfortline 4x2,Blanco,Diésel,4,Manual,2.0,Pick-Up,96.000 km,26200
Volkswagen,Vento,2008,2.5 Advance Tiptronic 170cv,Gris,Nafta,4,Automática,2.5,Sedán,161.000 km,10700
Volkswagen,Amarok,2021,2.0 Cd Tdi 180cv 4x4 Highline Pack,Gris,Diésel,4,Manual,2.0,Pick-Up,66.650 km,34200
Volkswagen,Amarok,2019,Highline 2019 Smart Garage,Negro,Diésel,4,Automática,2.0,Pick-Up,101.000 km,27500
Volkswagen,Virtus,2024,1.4 Tsi Exclusive,Gris,Nafta,4,Automática,1.4,Sedán,5.900 km,26800
Volkswagen,The,2019,Beetle 2.0 Sport Dsg,Blanco,Nafta,3,Automática,2.0,Hatchback,40.000 km,37500
Volkswagen,Bora,2010,2.0 Trendline,Gris,Nafta,4,Manual,2.0,Sedán,165.000 km,10600000
Volkswagen,Amarok,2024,3.0 V6 Extreme,Blanco,Diésel,4,Automática,3.0,Pick-Up,5.000 km,55000
Volkswagen,Volkswagen,2024,Amarok Comfortline Highline Hero V6 2024 G2,Gris,Diésel,4,Automática,3.0,Pick-Up,1.111 km,50000000
Volkswagen,Volkswagen,2024,Virtus 170 200 Tsi 1.0 1.4 2024,Azul,Nafta,4,Automática,1.0,Sedán,1.111 km,29000000
Volkswagen,Virtus,2024,2024 1.0 Msi Highline,Plateado,Nafta,4,Manual,1.6,Sedán,1.111 km,28000000
Volkswagen,Volkswagen,2024,Taos Comfortline Highline 1.4 250 Tsi 2024,Rojo,Nafta,5,Automática,1.4,SUV,1.111 km,39840000
Volkswagen,Virtus,2024,Exclusive 2025,Azul,Nafta,4,Automática,1.4,Sedán,1.111 km,31000000
Volkswagen,Suran,2019,Cross 1.6 Highline,Blanco,Nafta,5,Manual,1.6,Hatchback,111.000 km,19500000
Volkswagen,Up!,2018,1.0 Pepper 101cv,Blanco,Nafta,5,Manual,1.0,Hatchback,54.000 km,18000000
Volkswagen,Vento,2018,1.4 Highline 150cv At,Blanco,Nafta,4,Automática,1.4 Tsi,Sedán,193.000 km,24900000
Volkswagen,Polo,2018,1.6 Comfortline-uslraiti,Blanco,Nafta,4,Manual,1.6,Sedán,125.101 km,14500000
Volkswagen,Amarok,2021,2.0 Cd Tdi 140cv Trendline,Blanco,Diésel,4,Manual,2.0,Pick-Up,100.000 km,14989900
Volkswagen,Amarok,2018,2.0 Cd Tdi 180cv 4x4 Highline At,Blanco,Diésel,4,Automática,2.0,Pick-Up,136.000 km,36900000
Volkswagen,Passat,2018,2.0 Tsi Highline 220cv,Gris,Nafta,4,Automática,2.0,Sedán,97.800 km,33000000
Volkswagen,Vento,2016,1.4 Highline 150cv,Gris,Nafta,4,Manual,1.4,Sedán,123.100 km,22500000
Volkswagen,The,2017,Beetle 1.4 Tsi Design 2017,Blanco,Nafta,3,Manual,No disponible,Hatchback,111.000 km,22000000
Volkswagen,Vento,2017,1.4 Highline 150cv At. G,Blanco,Nafta,4,Automática,1.4,Sedán,115.000 km,23500000
Volkswagen,Amarok,2014,2.0 Cd Tdi 180cv 4x4 Highline C34,Marrón,Diésel,4,Manual,2.0,Pick-Up,129.500 km,25900000
Volkswagen,Amarok,2016,2.0 Cd Tdi 180cv 4x4 Highline Pack,Negro,Diésel,4,Manual,2.0,Pick-Up,160.000 km,26000
Volkswagen,T-cross,2023,1.0 170 Tsi Mt,Blanco,Nafta,5,Manual,1.0,SUV,50.175 km,27000000
Volkswagen,Amarok,2015,2.0l Tdi 180 Cv 4x4 Highline,Blanco,Diésel,4,Automática,2.0,Pick-Up,186.000 km,24900000
Volkswagen,Amarok,2019,2.0 Cd Tdi 180cv Comfortline,Blanco,Diésel,4,Manual,2.0,Pick-Up,210.000 km,22000
Volkswagen,Taos,2024,1.4 250 Tsi Highline Tiptronic,Azul,Nafta,5,Automática,1.4,SUV,10.000 km,36000
Volkswagen,T-cross,2019,1.6 Highline At 2019 Impecable Autolider,Azul,Nafta,5,Automática,1.6,SUV,99.500 km,28500000
Volkswagen,Fox,2013,1.6 Comfortline Pack 3 P,Plateado,Nafta,3,Manual,1.6,Hatchback,139.000 km,13000000
Volkswagen,Up!,2017,1.0 Pepper 101cv,Azul,Nafta,5,Manual,1.0,Hatchback,90.000 km,16000
Volkswagen,Amarok,2016,2.0 Cd Tdi 180cv 4x4 Ultimate At,Blanco,Diésel,4,Automática,2.0,Pick-Up,130.000 km,27000
Volkswagen,Gol,2017,Trend 1.6 Pack I 101cv 3p Anticipo $6.900.000,Plateado,Nafta,3,Manual,1.6,Hatchback,55.000 km,12900000
Volkswagen,Tiguan,2020,Allspace 1.4 Tsi Trendline 150cv Dsg,Azul,Nafta,5,Automática,1.4,SUV,97.000 km,28000000
Volkswagen,Taos,2023,1.4 250 Tsi Highline,Gris,Nafta,5,Automática,1.4,SUV,35.000 km,43899000
Volkswagen,Suran,2017,1.6 Trendline,Rojo,Nafta/GNC,5,Manual,1.6,Monovolumen,109.000 km,16900000
